test_id,wafer_id,equipment_id,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,thermal_delta,dynamic_power,static_power,total_power,test_duration,result,defect_type,severity
RS-TST-028309,WFR-V2-009,EQP-105,1.2102,1.1952,49.101,204.5806,12.6774,4.2272,0.4513,2537.04,12.4379,0.8093,0.4016,2.5192,36.59,11.59,50.3345,0.24758,50.54057,152.41,FAIL,HIGH_LEAKAGE,0.6926
RS-TST-028310,WFR-V2-010,EQP-102,1.1992,1.1758,46.238,115.4931,12.1991,4.3637,0.4742,2375.59,12.8107,0.8552,0.4145,3.172,29.03,4.03,52.4275,0.1385,52.54125,152.29,PASS,NORMAL,0
RS-TST-028311,WFR-V2-011,EQP-104,1.1794,1.157,43.5552,100.349,12.3026,4.3805,0.4531,2417.92,12.2339,0.8177,0.4187,3.4915,26.87,1.87,46.4369,0.11835,46.57394,142.2,PASS,NORMAL,0
RS-TST-028312,WFR-V2-012,EQP-102,1.1809,1.1604,42.1035,119.0694,12.6121,4.1226,0.4651,2337.47,13.3632,0.8663,0.3952,2.883,27.61,2.61,52.5464,0.14061,52.77239,151.7,PASS,NORMAL,0
RS-TST-028313,WFR-V2-013,EQP-104,1.2022,1.1825,45.6053,122.6898,12.4457,4.2989,0.4457,2500.18,12.6767,0.8275,0.4284,2.4946,27.44,2.44,50.5046,0.14749,50.70009,148.36,PASS,NORMAL,0
RS-TST-028314,WFR-V2-014,EQP-101,1.1979,1.1746,47.0484,130.011,12.6087,4.2221,0.4485,2526.33,11.8341,0.8479,0.4273,3.1513,27.7,2.7,57.1583,0.15574,57.29669,142.81,PASS,POWER_ANOMALY,0.782
RS-TST-028315,WFR-V2-015,EQP-104,1.2052,1.1903,44.4681,117.2881,12.2769,4.0637,0.4312,2574.02,12.3532,0.8487,0.4255,2.3381,26.21,1.21,47.5426,0.14135,47.70989,153.94,PASS,NORMAL,0
RS-TST-028316,WFR-V2-016,EQP-105,1.1671,1.1472,44.6437,141.1635,12.601,4.1219,0.4693,2285.33,13.1868,0.8409,0.4492,3.4752,29.84,4.84,51.6918,0.16475,51.8475,155.87,PASS,NORMAL,0
RS-TST-028317,WFR-V2-017,EQP-102,1.2071,1.1937,43.8924,129.0929,12.7284,4.2964,0.4386,2611.22,11.8997,0.9224,0.4176,2.4964,28.56,3.56,58.2853,0.15583,58.43543,151.68,PASS,NORMAL,0
RS-TST-028318,WFR-V2-018,EQP-103,1.1876,1.1617,41.3707,141.5773,12.2267,4.387,0.454,2376.52,13.0585,0.8839,0.4215,2.889,29.96,4.96,51.1482,0.16814,51.38612,148.45,PASS,NORMAL,0
RS-TST-028319,WFR-V2-019,EQP-105,1.2013,1.1747,46.1655,117.1769,13.104,4.2744,0.4408,2491.99,12.6073,0.8418,0.4318,2.6022,27.86,2.86,52.6376,0.14077,52.85617,150.75,PASS,NORMAL,0
RS-TST-028320,WFR-V2-020,EQP-103,1.1799,1.1642,43.6916,159.5725,12.4015,4.4318,0.4559,2391.31,12.7184,0.8671,0.4162,3.1417,30.66,5.66,51.2553,0.18827,51.36395,148.63,PASS,NORMAL,0
RS-TST-028321,WFR-V2-021,EQP-101,1.1951,1.1743,44.8894,152.5029,12.5016,4.1399,0.4259,2567.68,11.6169,0.8706,0.4139,3.0908,27.91,2.91,47.0097,0.18225,47.22653,147.67,PASS,NORMAL,0
RS-TST-028322,WFR-V2-022,EQP-105,1.207,1.1946,43.5418,113.638,12.7791,4.1792,0.4633,2547.85,12.7936,0.8033,0.4132,2.1026,27.62,2.62,54.7403,0.13716,54.92447,153.96,PASS,NORMAL,0
RS-TST-028323,WFR-V2-023,EQP-102,1.1888,1.1748,41.9709,157.0341,12.4054,4.3199,0.4431,2442.44,12.6873,0.8516,0.4346,2.8383,29.55,4.55,54.8411,0.18668,54.97661,146.71,PASS,NORMAL,0
RS-TST-028324,WFR-V2-024,EQP-104,1.2143,1.1868,42.5548,129.4697,12.4048,4.235,0.4477,2544.33,12.5063,0.8145,0.4294,2.4003,26.8,1.8,51.0595,0.15721,51.15712,148.95,PASS,NORMAL,0
RS-TST-028325,WFR-V2-025,EQP-103,1.1949,1.1746,44.3924,141.1689,11.8529,4.1133,0.4333,2633.88,12.486,0.8127,0.4148,1.888,28.68,3.68,49.2792,0.16869,49.39008,151.64,PASS,NORMAL,0
RS-TST-028326,WFR-V2-026,EQP-102,1.1863,1.1667,43.5502,138.4622,12.4242,3.8846,0.4294,2496.05,12.802,0.8184,0.4266,2.4049,29.24,4.24,55.9479,0.16426,56.18169,149.21,PASS,NORMAL,0
RS-TST-028327,WFR-V2-027,EQP-104,1.1936,1.1753,42.799,130.1052,12.6249,4.0069,0.448,2449.76,12.6783,0.8336,0.4258,2.8164,27.92,2.92,54.9613,0.1553,55.09857,148.46,PASS,NORMAL,0
RS-TST-028328,WFR-V2-028,EQP-102,1.1849,1.1703,45.54,129.724,13.1193,4.1162,0.4855,2288.88,13.3428,0.9288,0.4006,3.2043,29.77,4.77,50.7849,0.15371,50.9717,154,PASS,NORMAL,0
RS-TST-028329,WFR-V2-029,EQP-105,1.2055,1.1897,44.1746,118.9858,12.6353,4.3247,0.4398,2544.22,12.1234,0.8146,0.4128,2.7839,30.61,5.61,53.8543,0.14343,53.91927,150.91,PASS,HIGH_LEAKAGE,0.1305
RS-TST-028330,WFR-V2-030,EQP-103,1.1987,1.1832,45.2155,149.8157,11.8038,4.128,0.4392,2548.72,13.1164,0.8822,0.418,1.6956,31.12,6.12,53.6612,0.17959,53.82275,153.31,PASS,NORMAL,0
RS-TST-028331,WFR-V2-031,EQP-102,1.2018,1.1832,45.5668,136.2656,12.8331,4.2092,0.4341,2386.4,15.0589,0.9207,0.4322,0.7821,27.84,2.84,50.6901,0.16376,50.84574,147.73,FAIL,TIMING_FAILURE,0.5692
RS-TST-028332,WFR-V2-032,EQP-105,1.1904,1.1819,44.378,127.2464,13.1695,4.3246,0.4432,2416.15,12.9046,0.8619,0.4116,2.7888,27.87,2.87,50.7059,0.15147,50.90866,155.98,PASS,NORMAL,0
RS-TST-028333,WFR-V2-033,EQP-102,1.1646,1.1448,41.1455,144.9029,12.3733,4.0722,0.4583,2435.75,12.9601,0.8336,0.4095,2.6284,30.13,5.13,48.9275,0.16876,49.09277,147.67,PASS,NORMAL,0
RS-TST-028334,WFR-V2-034,EQP-101,1.1696,1.1565,42.8564,114.4513,12.4864,4.2119,0.4375,2415.47,12.8171,0.8289,0.4342,2.9139,27.22,2.22,49.5778,0.13386,49.63451,153.34,PASS,NORMAL,0
RS-TST-028335,WFR-V2-035,EQP-101,1.1937,1.1803,45.8583,117.3787,11.4853,4.237,0.4445,2518.21,12.9878,0.8636,0.4154,2.0328,29.93,4.93,47.7381,0.14012,47.92067,140.06,PASS,NORMAL,0
RS-TST-028336,WFR-V2-036,EQP-101,1.212,1.1968,43.083,132.2689,12.4239,4.1669,0.4406,2576.3,12.0379,0.9264,0.4034,2.5618,26.91,1.91,54.827,0.1603,54.9745,141.13,PASS,NORMAL,0
RS-TST-028337,WFR-V2-037,EQP-105,1.1804,1.1593,44.4642,115.2051,12.7652,4.255,0.4459,2482.02,13.0959,0.8558,0.4121,2.1642,28.44,3.44,52.6851,0.13599,52.82798,146.87,PASS,NORMAL,0
RS-TST-028338,WFR-V2-038,EQP-103,1.2106,1.1845,44.1554,118.9678,12.9241,4.3503,0.4328,2612.47,12.0701,0.93,0.4068,2.3111,28.5,3.5,58.4282,0.14403,58.58206,150.54,PASS,NORMAL,0
RS-TST-028339,WFR-V2-039,EQP-104,1.1988,1.1777,41.6004,111.3694,12.5634,4.4144,0.4369,2559.65,12.2091,0.8436,0.4274,2.5744,26.9,1.9,54.8193,0.13351,54.88462,152.18,PASS,NORMAL,0
RS-TST-028340,WFR-V2-040,EQP-101,1.2106,1.1886,46.3762,135.7707,12.9365,3.9672,0.4199,2649.87,11.6867,0.8743,0.4078,2.5341,26.71,1.71,51.5973,0.16436,51.81278,141.6,PASS,NORMAL,0
RS-TST-028341,WFR-V2-041,EQP-102,1.2231,1.205,45.1284,126.2285,12.2246,3.9508,0.4743,2515.52,12.5599,0.891,0.4452,2.4504,29.48,4.48,54.1345,0.15439,54.32057,151.92,PASS,NORMAL,0
RS-TST-028342,WFR-V2-042,EQP-104,1.1867,1.1627,44.3894,138.5882,12.7532,4.2125,0.4809,2327.06,14.0306,0.9035,0.4315,2.255,25.47,0.47,50.3981,0.16447,50.48652,155.15,FAIL,NORMAL,0
RS-TST-028343,WFR-V2-043,EQP-102,1.1835,1.1701,42.9756,51.2859,12.0918,4.2061,0.422,2493.96,13.22,0.8746,0.4204,1.9441,36.57,11.57,52.7318,0.0607,52.8281,153.42,PASS,THERMAL_ANOMALY,0.3341
RS-TST-028344,WFR-V2-044,EQP-105,1.2058,1.184,45.1834,102.0102,12.0479,4.2589,0.4394,2627.38,12.1868,0.8411,0.4106,2.1965,28.67,3.67,48.2493,0.12301,48.30567,145.05,PASS,NORMAL,0
RS-TST-028345,WFR-V2-045,EQP-104,1.1975,1.1778,41.8322,102.8578,12.5884,4.1084,0.4577,2485.11,12.782,0.8887,0.4365,2.4253,25.3,0.3,56.8953,0.12317,57.03459,149.5,PASS,NORMAL,0
RS-TST-028346,WFR-V2-046,EQP-101,1.1757,1.1566,41.5396,134.0274,12.5265,4.0459,0.4363,2421.39,12.8028,0.7924,0.4092,2.9242,27.78,2.78,50.2824,0.15758,50.46892,155.37,PASS,NORMAL,0
RS-TST-028347,WFR-V2-047,EQP-101,1.2129,1.1985,44.8334,133.6944,12.6488,4.3117,0.4208,2626.02,11.5814,0.8361,0.4286,2.8148,28.43,3.43,53.8895,0.16216,53.98148,146.1,PASS,NORMAL,0
RS-TST-028348,WFR-V2-048,EQP-104,1.1774,1.1535,42.9118,100.1741,12.6459,4.1416,0.4165,2522.21,12.9771,0.9024,0.4366,1.9796,27.01,2.01,49.2965,0.11795,49.35015,146.73,PASS,TIMING_FAILURE,0.163
RS-TST-028349,WFR-V2-049,EQP-102,1.2081,1.1897,42.9762,135.963,12.2271,4.1126,0.4478,2583.97,12.4502,0.8583,0.4212,2.1715,28.51,3.51,55.0303,0.16425,55.24846,144.54,PASS,NORMAL,0
RS-TST-028350,WFR-V2-050,EQP-102,1.2061,1.1931,43.2661,109.8484,11.894,4.2665,0.4511,2529.53,12.5005,0.8411,0.4368,2.4716,27.46,2.46,56.9676,0.13249,57.03782,148.18,PASS,NORMAL,0
RS-TST-028351,WFR-V2-051,EQP-105,1.211,1.1958,43.7391,126.7021,12.9054,4.4171,0.4387,2599.69,12.6908,0.88,0.4048,1.8156,30.04,5.04,52.2495,0.15344,52.47361,146.05,PASS,NORMAL,0
RS-TST-028352,WFR-V2-052,EQP-102,1.2023,1.1804,42.6207,132.9667,12.3717,4.1682,0.4717,2403.96,13.4005,0.8005,0.4239,2.4382,27.98,2.98,48.0523,0.15987,48.27822,148.68,PASS,NORMAL,0
RS-TST-028353,WFR-V2-053,EQP-104,1.1974,1.1879,44.1894,139.2583,13.3044,4.2955,0.4592,2473.56,12.4091,0.8524,0.4253,2.9095,27.69,2.69,54.1908,0.16675,54.41646,146.67,PASS,NORMAL,0
RS-TST-028354,WFR-V2-054,EQP-101,1.2159,1.202,45.3304,102.7699,12.2536,4.4567,0.4743,2498.48,12.7268,0.8912,0.4097,2.3918,27.09,2.09,54.6111,0.12496,54.74152,148.13,PASS,NORMAL,0
RS-TST-028355,WFR-V2-055,EQP-101,1.1592,1.1401,45.9564,98.9677,12.1512,4.2399,0.4326,2612.32,12.716,0.8676,0.3924,1.7286,26.63,1.63,48.1937,0.11472,48.25459,146.42,PASS,LOW_VOLTAGE,0.5756
RS-TST-028356,WFR-V2-056,EQP-101,1.1791,1.163,45.7926,169.4531,12.9415,4.2387,0.4316,2499.39,12.4928,0.8484,0.4193,2.6627,36.47,11.47,52.5464,0.1998,52.72577,145.9,PASS,HIGH_LEAKAGE,0.9375
RS-TST-028357,WFR-V2-057,EQP-102,1.187,1.1645,41.4353,112.3925,13.6006,4.1994,0.4901,2476.33,14.5179,0.8055,0.4051,0.8296,28.62,3.62,50.4345,0.13341,50.59637,152.47,FAIL,PROCESS_VARIATION,0.5756
RS-TST-028358,WFR-V2-058,EQP-102,1.2168,1.1961,47.3573,118.9109,12.0863,4.0296,0.4449,2585.98,12.3083,0.9081,0.4327,2.2516,27.29,2.29,51.5542,0.1447,51.63991,153.25,PASS,NORMAL,0
RS-TST-028359,WFR-V2-059,EQP-102,1.1982,1.1828,43.5224,149.6139,12.3768,4.1228,0.4409,2542.98,12.8223,0.871,0.4329,2.0363,28.66,3.66,51.0352,0.17927,51.19192,148.27,PASS,NORMAL,0
RS-TST-028360,WFR-V2-060,EQP-101,1.1975,1.1723,43.8348,122.2868,12.3578,4.1347,0.4375,2556.37,12.0946,0.8599,0.4098,2.6927,27.06,2.06,52.6701,0.14644,52.74527,145.91,PASS,NORMAL,0
RS-TST-028361,WFR-V2-061,EQP-103,1.2017,1.1809,43.7352,122.0135,13.3737,4.1519,0.4905,2465.37,13.9351,0.8703,0.4343,1.4194,29.77,4.77,55.2558,0.14662,55.48759,148.07,PASS,PROCESS_VARIATION,0.5907
RS-TST-028362,WFR-V2-062,EQP-104,1.2064,1.1841,47.4422,99.3845,12.7934,4.2918,0.4584,2457.92,12.8311,0.8754,0.4143,2.5674,24.79,-0.21,59.3418,0.1199,59.48352,151.02,PASS,POWER_ANOMALY,0.4414
RS-TST-028363,WFR-V2-063,EQP-103,1.1903,1.1712,43.7747,139.965,12.4033,4.3416,0.457,2422.35,12.6283,0.8874,0.4031,2.9972,31.14,6.14,53.0824,0.1666,53.28477,151.67,PASS,NORMAL,0
RS-TST-028364,WFR-V2-064,EQP-101,1.1016,1.0776,44.0085,106.0749,12.7425,4.1948,0.4492,2426.01,13.5783,0.796,0.4136,2.1137,26.7,1.7,47.7134,0.11685,47.79021,149.08,PASS,LOW_VOLTAGE,0.6755
RS-TST-028365,WFR-V2-065,EQP-101,1.1938,1.1855,46.6287,120.2901,13.149,4.0574,0.4513,2435.45,12.8311,0.907,0.4147,2.686,26.96,1.96,60.5652,0.1436,60.69851,148.04,PASS,POWER_ANOMALY,0.8939
RS-TST-028366,WFR-V2-066,EQP-101,1.1999,1.1896,40.8232,119.0041,11.9191,4.1544,0.4463,2504.7,12.5179,0.8942,0.4166,2.5579,28.61,3.61,53.1501,0.14279,53.25619,151.86,PASS,NORMAL,0
RS-TST-028367,WFR-V2-067,EQP-101,1.2055,1.1832,43.0124,121.3539,12.2913,4.2163,0.4702,2406.95,12.813,0.9003,0.4371,2.9051,27.32,2.32,52.3486,0.1463,52.49753,151.77,PASS,NORMAL,0
RS-TST-028368,WFR-V2-068,EQP-102,1.1749,1.157,40.923,126.0088,12.9369,4.1615,0.4628,2321.34,13.1683,0.8749,0.407,3.1882,29,4,50.4111,0.14805,50.608,154.91,PASS,NORMAL,0
RS-TST-028369,WFR-V2-069,EQP-104,1.1862,1.1608,44.5182,123.9205,12.9862,4.0734,0.4551,2411.4,12.6521,0.841,0.3956,3.0947,28.25,3.25,45.2961,0.14699,45.48265,154.79,PASS,NORMAL,0
RS-TST-028370,WFR-V2-070,EQP-103,1.1933,1.1725,46.0321,136.9089,12.367,4.2258,0.4315,2550.53,12.434,0.8525,0.4266,2.3965,30.11,5.11,60.6854,0.16338,60.85547,152.61,PASS,POWER_ANOMALY,0.4621
RS-TST-028401,WFR-V2-001,EQP-103,1.1801,1.1628,42.8233,134.9537,13.3003,4.2289,0.4495,2445.45,13.1454,0.8856,0.4015,2.3259,30.46,5.46,47.9352,0.15925,48.0267,145.19,PASS,LOW_VOLTAGE,0.0514
RS-TST-028402,WFR-V2-002,EQP-102,1.2221,1.1999,42.0713,117.0024,12.1883,4.2623,0.4329,2563.53,11.6603,0.868,0.4532,3.0751,29.21,4.21,52.3043,0.14299,52.48602,153.65,PASS,NORMAL,0
RS-TST-028403,WFR-V2-003,EQP-102,1.2057,1.1832,46.9232,132.9508,12.7947,4.3006,0.4627,2457.39,12.6972,0.8792,0.4417,2.701,28.3,3.3,48.8121,0.16029,49.00317,148.42,PASS,NORMAL,0
RS-TST-028404,WFR-V2-004,EQP-104,1.1797,1.1651,44.304,123.6914,12.021,4.3336,0.4448,2389.62,13.0192,0.9392,0.4105,2.7807,27.29,2.29,52.3324,0.14592,52.53649,147.34,PASS,NORMAL,0
RS-TST-028405,WFR-V2-005,EQP-105,1.2417,1.2223,45.197,119.256,12.7828,4.155,0.4496,2669.14,12.5707,0.7859,0.4026,1.6295,28.42,3.42,54.3757,0.14808,54.50132,147.8,PASS,NORMAL,0
RS-TST-028406,WFR-V2-006,EQP-102,1.1951,1.1873,43.8082,140.6293,12.4592,4.3315,0.4424,2497.91,12.6831,0.8824,0.4172,2.4479,28.11,3.11,56.5828,0.16806,56.72147,146.44,PASS,NORMAL,0
RS-TST-028407,WFR-V2-007,EQP-102,1.2251,1.2058,47.47,126.3082,14.0271,4.2794,0.4423,2616.33,12.1732,0.7913,0.4296,2.324,28.61,3.61,52.4115,0.15474,52.52722,146.34,PASS,NORMAL,0
RS-TST-028408,WFR-V2-008,EQP-102,1.1937,1.1651,42.8671,126.7066,12.3343,4.0312,0.4581,2445.21,12.5999,0.8308,0.409,2.9278,28.45,3.45,53.0245,0.15125,53.13941,147.91,PASS,NORMAL,0
RS-TST-028409,WFR-V2-009,EQP-103,1.1898,1.1729,42.1881,122.5498,12.7533,4.2868,0.4554,2455.61,13.0488,0.8715,0.4161,2.3689,29.77,4.77,52.9993,0.14581,53.10211,153.18,PASS,NORMAL,0
RS-TST-028410,WFR-V2-010,EQP-104,1.1861,1.1666,43.9774,111.9858,13.0458,4.2668,0.4562,2242.06,15.0555,0.9551,0.4451,1.8301,28.2,3.2,50.8238,0.13282,50.91991,144.96,FAIL,TIMING_FAILURE,0.4485
RS-TST-028411,WFR-V2-011,EQP-101,1.2011,1.1798,43.4873,119.9212,12.4242,4.2057,0.4573,2524.1,12.6511,0.8725,0.4203,2.3237,27.31,2.31,49.8002,0.14404,49.97196,154.81,PASS,NORMAL,0
RS-TST-028412,WFR-V2-012,EQP-103,1.2259,1.2064,44.7613,167.3521,11.8717,4.301,0.4208,2750.32,11.6937,0.818,0.4214,2.0321,29.51,4.51,55.0716,0.20516,55.29357,151.49,PASS,NORMAL,0
RS-TST-028413,WFR-V2-013,EQP-103,1.2012,1.1707,46.7194,137.2135,12.3291,4.1457,0.4302,2567.5,12.2694,0.8684,0.4257,2.4416,29.71,4.71,52.8634,0.16482,53.00564,152.65,PASS,POWER_ANOMALY,0.2034
RS-TST-028414,WFR-V2-014,EQP-104,1.2016,1.1915,45.8792,123.1083,12.3582,4.1425,0.4408,2572.44,11.9728,0.7848,0.3966,2.7917,25.77,0.77,56.205,0.14793,56.29939,145.98,PASS,NORMAL,0
RS-TST-028415,WFR-V2-015,EQP-101,1.1826,1.1595,44.2725,119.7493,12.8257,4.037,0.4493,2482.12,13.0196,0.8322,0.4426,2.2634,27.2,2.2,48.3027,0.14162,48.48697,153.51,PASS,NORMAL,0
RS-TST-028416,WFR-V2-016,EQP-104,1.2083,1.1913,43.6763,139.0062,13.1964,4.1519,0.4872,2538.07,12.6811,0.8344,0.418,2.2445,28.29,3.29,53.7937,0.16796,54.01387,144.14,PASS,PROCESS_VARIATION,0.7229
RS-TST-028417,WFR-V2-017,EQP-101,1.2012,1.1824,43.1267,119.3504,12.1463,4.1922,0.4635,2496.07,12.8804,0.7962,0.4197,2.3486,28.81,3.81,48.8447,0.14337,48.99719,154.4,PASS,NORMAL,0
RS-TST-028418,WFR-V2-018,EQP-105,1.161,1.1411,39.7167,152.7876,12.7113,4.1708,0.4564,2255.65,13.6704,0.8171,0.4302,3.2458,28.55,3.55,51.8573,0.17738,51.9898,151.6,PASS,NORMAL,0
RS-TST-028419,WFR-V2-019,EQP-103,1.2129,1.193,42.7071,154.1531,12.6407,4.0912,0.4427,2572.75,11.903,0.8095,0.4163,2.835,29.61,4.61,55.3898,0.18697,55.51111,149.05,PASS,NORMAL,0
RS-TST-028420,WFR-V2-020,EQP-105,1.2202,1.1987,44.3962,144.2634,13.3206,4.3566,0.466,2503.34,12.3436,0.8664,0.4123,2.7688,27.77,2.77,51.07,0.17602,51.31652,148.53,PASS,NORMAL,0
RS-TST-028421,WFR-V2-021,EQP-101,1.2065,1.1864,44.0735,123.025,12.8258,4.3268,0.4394,2573.04,12.1372,0.8487,0.4166,2.5599,27.64,2.64,52.7213,0.14843,52.79882,149.89,PASS,NORMAL,0
RS-TST-028422,WFR-V2-022,EQP-103,1.1992,1.1827,45.8022,132.5186,12.14,4.1308,0.4332,2606.71,12.4023,0.8367,0.4347,2.106,31.59,6.59,52.5762,0.15891,52.69402,153.27,PASS,NORMAL,0
RS-TST-028423,WFR-V2-023,EQP-102,1.2039,1.1808,44.8582,147.3711,12.3455,4.3516,0.4477,2572.61,12.3201,0.8213,0.4286,2.407,29.21,4.21,45.6544,0.17743,45.82365,143.81,PASS,NORMAL,0
RS-TST-028424,WFR-V2-024,EQP-105,1.1893,1.1744,42.7163,58.0062,12.2306,4.271,0.4462,2444.57,13.1333,0.8285,0.4147,2.401,32.36,7.36,55.9485,0.06899,56.0461,156.95,PASS,THERMAL_ANOMALY,0.2459
RS-TST-028425,WFR-V2-025,EQP-103,1.2152,1.1985,45.1118,143.7416,12.4386,3.9982,0.457,2529,12.3962,0.77,0.4395,2.6503,30.4,5.4,50.9849,0.17468,51.13567,146.55,PASS,NORMAL,0
RS-TST-028426,WFR-V2-026,EQP-103,1.1866,1.1573,44.9781,134.1658,12.2251,4.0761,0.4544,2448.69,13.1876,0.8997,0.4525,2.248,31.45,6.45,48.0584,0.15921,48.22172,148.44,PASS,NORMAL,0
RS-TST-028427,WFR-V2-027,EQP-104,1.1908,1.1666,44.2611,129.3928,13.403,4.2126,0.4591,2438.71,12.3239,0.8234,0.4222,3.2548,26.47,1.47,51.4691,0.15408,51.53707,144.81,PASS,NORMAL,0
RS-TST-028428,WFR-V2-028,EQP-102,1.203,1.1805,45.1945,126.2783,12.294,4.1222,0.4369,2517.88,12.2429,0.8354,0.4347,2.8081,28.58,3.58,53.8101,0.15191,53.9841,151.36,PASS,NORMAL,0
RS-TST-028429,WFR-V2-029,EQP-102,1.1955,1.1769,44.129,137.4991,12.8382,4.2482,0.4499,2518.45,12.6392,0.863,0.399,2.3806,28.54,3.54,53.0686,0.16438,53.26745,146.7,PASS,EQUIPMENT_DRIFT,0.338
RS-TST-028430,WFR-V2-030,EQP-102,1.1968,1.1632,42.1002,125.1339,12.8136,4.1426,0.4586,2473.54,12.8963,0.8644,0.4182,2.4104,27.94,2.94,51.4614,0.14976,51.61163,156.88,PASS,NORMAL,0
RS-TST-028431,WFR-V2-031,EQP-101,1.2094,1.1903,42.3615,115.8357,12.8216,4.0978,0.4668,2421.27,12.4528,0.8612,0.4394,3.2063,27.01,2.01,54.396,0.14009,54.63013,149.27,PASS,NORMAL,0
RS-TST-028432,WFR-V2-032,EQP-101,1.2058,1.1874,44.4991,116.8155,13.2263,4.2475,0.4742,2351.27,12.3426,0.8466,0.4244,3.8229,27.95,2.95,53.5556,0.14086,53.79504,148.11,PASS,NORMAL,0
RS-TST-028433,WFR-V2-033,EQP-101,1.2122,1.1955,44.1401,129.532,13.3943,3.929,0.423,2671.05,11.7688,0.8267,0.4053,2.3799,27.93,2.93,54.5508,0.15702,54.6394,151.88,PASS,NORMAL,0
RS-TST-028434,WFR-V2-034,EQP-105,1.2011,1.1847,46.6593,136.9491,12.6056,4.1693,0.4214,2670.59,12.5169,0.8271,0.4061,1.6339,29.54,4.54,53.0284,0.16449,53.17661,151.27,PASS,PROCESS_VARIATION,0.0645
RS-TST-028435,WFR-V2-035,EQP-105,1.196,1.1859,43.1381,129.0944,13.1716,4.3078,0.4563,2480.65,12.5335,0.8936,0.4139,2.6977,29.63,4.63,52.2764,0.1544,52.41042,153.36,PASS,NORMAL,0
RS-TST-028436,WFR-V2-036,EQP-102,1.2012,1.1756,43.4619,134.0752,12.525,4.4124,0.4432,2568.91,12.0538,0.8257,0.4249,2.6913,29.1,4.1,51.0403,0.16105,51.21434,148.43,PASS,NORMAL,0
RS-TST-028437,WFR-V2-037,EQP-102,1.2153,1.1904,44.7387,138.5361,12.7319,4.2107,0.4503,2574.54,12.442,0.8138,0.4058,2.2811,27.88,2.88,54.1186,0.16836,54.31216,140.99,PASS,NORMAL,0
RS-TST-028438,WFR-V2-038,EQP-103,1.2104,1.1905,45.8814,124.0448,12.4883,4.4073,0.4798,2381.45,12.9727,0.8753,0.402,2.9485,31.27,6.27,51.9258,0.15014,52.07384,155.21,PASS,NORMAL,0
RS-TST-028439,WFR-V2-039,EQP-102,1.1915,1.1732,42.3955,132.4654,11.5822,4.2548,0.4542,2438.92,12.8332,0.8496,0.432,2.718,29.47,4.47,45.8192,0.15783,46.0313,151.29,PASS,NORMAL,0
RS-TST-028440,WFR-V2-040,EQP-105,1.1957,1.1786,43.29,143.8078,12.6384,4.0809,0.4575,2305.68,15.0971,0.9671,0.4262,1.2842,28.39,3.39,51.3897,0.17195,51.55786,150.01,FAIL,TIMING_FAILURE,0.5659
RS-TST-028441,WFR-V2-041,EQP-102,1.1788,1.1489,44.2073,116.1494,12.8899,4.3968,0.4307,2562.86,12.1457,0.8863,0.4012,2.5756,27.47,2.47,52.1448,0.13692,52.26297,151.4,PASS,LOW_VOLTAGE,0.1598
RS-TST-028442,WFR-V2-042,EQP-101,1.1966,1.1878,47.09,117.8938,12.9406,4.1164,0.4378,2521.3,12.1713,0.8298,0.4045,2.8637,27.29,2.29,57.5064,0.14107,57.60841,150.21,PASS,POWER_ANOMALY,0.4256
RS-TST-028443,WFR-V2-043,EQP-103,1.1773,1.159,44.1786,186.5234,13.763,4.1432,0.4376,2459.68,13.227,0.8716,0.3931,2.1637,33,8,51.0026,0.21959,51.24018,154.19,FAIL,EQUIPMENT_DRIFT,0.5138
RS-TST-028444,WFR-V2-044,EQP-101,1.2282,1.2054,42.495,107.4408,12.9019,4.1994,0.4443,2618.91,11.9911,0.865,0.4048,2.4174,27.31,2.31,52.0275,0.13196,52.11064,149.27,PASS,NORMAL,0
RS-TST-028445,WFR-V2-045,EQP-105,1.2299,1.2081,45.1668,211.2459,12.4521,4.1403,0.4407,2613.14,11.8459,0.8631,0.4378,2.5983,33.74,8.74,55.8468,0.2598,56.07005,159.21,FAIL,HIGH_LEAKAGE,0.4885
RS-TST-028446,WFR-V2-046,EQP-105,1.2071,1.1895,45.1704,127.1873,11.6226,4.2622,0.4667,2364.29,16.1511,0.9235,0.4273,-0.1562,28.29,3.29,52.206,0.15353,52.37525,149.54,FAIL,TIMING_FAILURE,0.6388
RS-TST-028447,WFR-V2-047,EQP-103,1.1839,1.1672,44.407,129.2333,12.4838,4.198,0.4612,2397.25,13.6023,0.8436,0.4104,2.2399,29.93,4.93,53.2864,0.15299,53.3853,145.83,PASS,NORMAL,0
RS-TST-028448,WFR-V2-048,EQP-104,1.1665,1.1497,43.8611,101.4373,13.3005,4.2919,0.4571,2385.08,12.8094,0.8591,0.407,3.1024,24.5,-0.5,47.078,0.11832,47.32029,153.56,PASS,EQUIPMENT_DRIFT,0.7916
RS-TST-028449,WFR-V2-049,EQP-104,1.2004,1.1843,44.8431,120.9058,12.7514,4.2622,0.4781,2386.83,13.049,0.8492,0.4231,2.8603,27.15,2.15,53.2594,0.14514,53.41566,151.79,PASS,NORMAL,0
