test_id,lot_id,wafer_id,die_id,equipment_id,test_station,test_cycle,burn_in_hour,die_row,die_col,r_norm,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,dynamic_power,total_power,test_duration,voltage_headroom,voltage_utilization,leakage_fraction,power_per_current,normalized_timing_margin,frequency_delay_product,thermal_delta,effective_drive_current,rc_delay,timing_slack,dynamic_power_per_freq,leakage_temperature_interaction,result,defect_type,is_anomaly,is_unknown_anomaly,is_borderline,is_latent,dataset_version,generator_version,source_type,eq_EQP-101,eq_EQP-102,eq_EQP-103,eq_EQP-104,eq_EQP-105
TST-0024837,LOT-017,WFR-017-02,DIE-R32C08,EQP-103,STN-02,5,96.0,2,-22,0.7364,1.2232,1.18,41.7215,117.0958,12.5503,4.4436,0.4511,2273.36,13.3294,0.8685,0.4189,3.1598,28.61,46.9796,47.1755,153.97,0.7721,0.368787,0.002807,1.126029,0.237055,30.302525,3.61,41.604404,0.055769,1.8724,0.020665,3.350111,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024840,LOT-020,WFR-020-02,DIE-R53C47,EQP-107,STN-01,5,96.0,23,17,0.9534,1.19,1.188,44.5004,162.6201,12.2977,4.1028,0.4937,2354.42,13.678,0.8718,0.4288,2.1259,28.85,49.8661,50.0535,144.06,0.6963,0.414874,0.003654,1.120576,0.155425,32.203757,3.85,44.33778,0.050455,0.8253,0.02118,4.69159,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024844,LOT-004,WFR-004-03,DIE-R21C39,EQP-104,STN-01,5,96.0,-9,9,0.4243,1.1911,1.1861,49.8803,122.8735,12.6652,4.191,0.5025,2284.86,14.09,0.8126,0.4342,2.3849,28.39,51.0572,51.1288,154.41,0.6886,0.421879,0.002463,1.023594,0.169262,32.193677,3.39,49.757427,0.05308,1.1381,0.022346,3.488379,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024845,LOT-005,WFR-005-03,DIE-R28C52,EQP-106,STN-02,5,96.0,-2,22,0.7364,1.2168,1.1823,48.7739,129.6908,13.7057,4.237,0.5003,2316.34,14.1029,0.8916,0.4217,2.3416,32.24,57.7243,57.9255,150.04,0.7165,0.41116,0.002659,1.183508,0.166037,32.667111,7.24,48.644209,0.058071,1.0283,0.02492,4.181231,PASS,POWER_ANOMALY,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024846,LOT-006,WFR-006-03,DIE-R35C05,EQP-107,STN-03,5,96.0,5,-25,0.8498,1.2084,1.1686,44.461,154.1231,13.3795,3.9774,0.5097,2253.47,13.7218,0.8715,0.4319,3.1553,28.76,49.4032,49.6279,149.27,0.6987,0.421797,0.003466,1.111158,0.229948,30.921665,3.76,44.306877,0.053216,1.8519,0.021923,4.43258,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024848,LOT-008,WFR-008-03,DIE-R49C31,EQP-102,STN-01,5,96.0,19,1,0.6342,1.2066,1.1381,44.8125,143.2554,13.2655,4.1599,0.4801,2393.95,13.7162,0.8461,0.4091,2.1702,28.61,52.5816,52.6889,151.32,0.7265,0.397895,0.003197,1.173369,0.158222,32.835897,3.61,44.669245,0.055183,0.915,0.021964,4.098537,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024849,LOT-009,WFR-009-03,DIE-R56C44,EQP-103,STN-02,5,96.0,26,14,0.9843,1.2172,1.1788,45.3103,159.06,13.3051,4.3677,0.5188,2083.69,14.484,0.8587,0.4262,3.464,28.64,45.5726,45.7372,148.48,0.6984,0.426224,0.00351,1.005789,0.23916,30.180166,3.64,45.15124,0.058113,2.1791,0.021871,4.555478,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024850,LOT-010,WFR-010-03,DIE-R03C57,EQP-104,STN-03,5,96.0,-27,27,1.0,1.1919,1.1706,46.8708,170.7587,13.519,4.4511,0.5236,2303.1,14.5107,0.8553,0.435,1.9685,28.51,49.5168,49.8378,152.74,0.6683,0.439299,0.003643,1.056453,0.135659,33.419593,3.51,46.700041,0.060174,0.6782,0.0215,4.868331,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024851,LOT-011,WFR-011-03,DIE-R10C10,EQP-106,STN-04,5,96.0,-20,-20,0.9428,1.2191,1.2037,42.4502,181.0773,12.3579,4.15,0.5101,2156.44,14.1036,0.817,0.4464,3.5911,28.08,47.1958,47.3036,152.18,0.709,0.418423,0.004266,1.111792,0.254623,30.413567,3.08,42.269123,0.051285,2.3277,0.021886,5.084651,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024852,LOT-012,WFR-012-03,DIE-R17C23,EQP-107,STN-01,5,96.0,-13,-7,0.4922,1.2131,1.1748,41.3854,139.4017,13.1457,4.4091,0.4878,2156.6,14.0141,0.831,0.42,4.1028,28.48,46.2339,46.4476,147.67,0.7253,0.40211,0.003368,1.117155,0.292762,30.222808,3.48,41.245998,0.057961,2.8518,0.021438,3.97016,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024853,LOT-013,WFR-013-03,DIE-R24C36,EQP-101,STN-02,5,96.0,-6,6,0.2828,1.1984,1.1867,46.5154,126.2091,12.2139,4.0464,0.4976,2279.76,14.3378,0.8609,0.4109,2.1478,28.43,48.7928,48.945,143.11,0.7008,0.41522,0.002713,1.04896,0.1498,32.686743,3.43,46.389191,0.049422,0.876,0.021403,3.588125,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0024854,LOT-014,WFR-014-03,DIE-R31C49,EQP-102,STN-03,5,96.0,1,19,0.6342,1.1773,1.1658,43.7895,141.1165,14.4165,5.2807,0.4542,2233.73,14.0606,0.9183,0.4012,2.9105,41.37,55.8311,56.0568,147.69,0.7231,0.385798,0.003223,1.274988,0.206997,31.407584,16.37,43.648383,0.076129,1.591,0.024995,5.83799,PASS,UNKNOWN_ANOMALY,1,1,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024855,LOT-015,WFR-015-03,DIE-R38C02,EQP-103,STN-04,5,96.0,8,-28,0.9707,1.2191,1.1749,40.9833,148.7352,11.5766,4.2565,0.5042,2206.09,13.8628,0.8643,0.4381,3.1796,27.71,51.8031,52.0136,146.91,0.7149,0.413584,0.003629,1.264005,0.229362,30.582584,2.71,40.834565,0.049276,1.8772,0.023482,4.121452,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024857,LOT-017,WFR-017-03,DIE-R52C28,EQP-106,STN-02,5,96.0,22,-2,0.7364,1.1866,1.1706,43.5551,115.0051,12.3131,4.4207,0.4538,2392.25,13.8323,0.8487,0.4369,2.3573,29.39,51.4276,51.5317,151.97,0.7328,0.382437,0.00264,1.180748,0.17042,33.09032,4.39,43.440095,0.054433,1.0717,0.021498,3.38,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024860,LOT-020,WFR-020-03,DIE-R13C07,EQP-102,STN-01,5,96.0,-17,-23,0.9534,1.234,1.1653,43.1308,171.4885,11.497,4.1513,0.4946,2351.31,13.8912,0.8699,0.4006,2.5938,27.49,52.3553,52.5252,146.28,0.7394,0.40081,0.003976,1.213873,0.186723,32.662517,2.49,42.959311,0.047727,1.3233,0.022266,4.714219,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024864,LOT-004,WFR-004-04,DIE-R41C59,EQP-107,STN-01,5,96.0,11,29,1.0,1.1951,1.1978,42.5247,194.9562,13.2686,4.5496,0.5453,2103.36,14.8574,0.8485,0.422,3.1564,30.54,48.2233,48.5254,147.24,0.6498,0.45628,0.004585,1.134007,0.212446,31.250461,5.54,42.329744,0.060367,1.8859,0.022927,5.953962,PASS,PROCESS_VARIATION,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024865,LOT-005,WFR-005-04,DIE-R48C12,EQP-101,STN-02,5,96.0,18,-18,0.8485,1.2041,1.1786,42.9714,136.6529,14.1693,4.2125,0.5211,2098.28,14.5151,0.894,0.3991,3.773,27.96,43.9876,44.1677,145.96,0.683,0.432771,0.00318,1.023648,0.259936,30.456744,2.96,42.834747,0.059688,2.4799,0.020964,3.820815,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0024866,LOT-006,WFR-006-04,DIE-R55C25,EQP-102,STN-03,5,96.0,25,-5,0.8498,1.2116,1.1773,45.5474,143.5069,12.8807,4.245,0.483,2429.46,13.2823,0.8107,0.4121,2.1186,29.27,50.2682,50.4228,146.21,0.7286,0.398646,0.003151,1.103646,0.159506,32.268817,4.27,45.403893,0.054679,0.8958,0.020691,4.200447,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024868,LOT-008,WFR-008-04,DIE-R09C51,EQP-104,STN-01,5,96.0,-21,21,0.9899,1.1912,1.1594,45.8591,189.8987,13.7066,4.3115,0.5074,2233.07,15.0885,0.8178,0.4406,2.0437,29.59,44.2462,44.4129,150.22,0.6838,0.425957,0.004141,0.964829,0.135448,33.693677,4.59,45.669201,0.059096,0.7853,0.019814,5.619103,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024869,LOT-009,WFR-009-04,DIE-R16C04,EQP-106,STN-02,5,96.0,-14,-26,0.9843,1.2237,1.1745,50.992,165.8724,13.6952,4.2284,0.5209,2150.81,14.5416,0.842,0.4213,3.1502,34.23,74.21,74.4724,144.63,0.7028,0.425676,0.003253,1.455326,0.216634,31.276219,9.23,50.826128,0.057909,1.8869,0.034503,5.677812,PASS,POWER_ANOMALY,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024870,LOT-010,WFR-010-04,DIE-R23C17,EQP-107,STN-03,5,96.0,-7,-13,0.4922,1.2167,1.1539,49.2799,157.0473,14.3222,4.34,0.5077,2438.27,13.8694,0.801,0.4174,1.2547,28.77,55.384,55.6865,148.25,0.709,0.417276,0.003187,1.123866,0.090465,33.817342,3.77,49.122853,0.062158,0.0363,0.022714,4.518251,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024871,LOT-011,WFR-011-04,DIE-R30C30,EQP-101,STN-04,5,96.0,0,0,0.0,1.1903,1.1681,41.1556,131.7074,12.8273,4.0506,0.4782,2253.73,13.4949,0.8355,0.4318,3.4692,27.68,48.3303,48.4481,148.48,0.7121,0.401747,0.0032,1.174331,0.257075,30.413861,2.68,41.023893,0.051958,2.2019,0.021445,3.645661,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0024872,LOT-012,WFR-012-04,DIE-R37C43,EQP-102,STN-01,5,96.0,7,13,0.4922,1.2302,1.1897,39.541,118.1008,13.7266,4.2404,0.4887,2107.39,13.8306,0.8085,0.4359,4.4998,26.25,44.1499,44.2954,151.56,0.7415,0.397252,0.002987,1.11656,0.325351,29.146468,1.25,39.422899,0.058206,3.2554,0.02095,3.100146,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024873,LOT-013,WFR-013-04,DIE-R44C56,EQP-103,STN-02,5,96.0,14,26,0.9843,1.1834,1.1811,44.3609,270.0314,12.3236,4.1516,0.5172,2217.24,14.439,0.8603,0.4403,2.6686,32.87,47.7579,47.9419,155.91,0.6662,0.437046,0.006087,1.076576,0.184819,32.014728,7.87,44.090869,0.051163,1.368,0.021539,8.875932,FAIL,HIGH_LEAKAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024874,LOT-014,WFR-014-04,DIE-R51C09,EQP-104,STN-03,5,96.0,21,-21,0.9899,1.1887,1.1585,44.4672,193.327,11.7636,4.2762,0.5341,2120.78,15.0367,0.8502,0.3963,2.7831,27.67,42.8926,43.119,148.79,0.6546,0.449314,0.004348,0.96459,0.185087,31.889533,2.67,44.273873,0.050304,1.5366,0.020225,5.349358,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024875,LOT-015,WFR-015-04,DIE-R58C22,EQP-106,STN-04,5,96.0,28,-8,0.9707,1.1937,1.1926,42.8202,167.7301,11.6306,4.1998,0.4952,2186.5,14.4564,0.8653,0.4316,2.7957,28.71,47.0487,47.2844,146.9,0.6985,0.414845,0.003917,1.09875,0.193388,31.608919,3.71,42.65247,0.048846,1.4988,0.021518,4.815531,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024877,LOT-017,WFR-017-04,DIE-R12C48,EQP-101,STN-02,5,96.0,-18,18,0.8485,1.1955,1.1845,44.222,133.7549,12.9836,4.4079,0.4812,2235.88,13.5235,0.8622,0.4201,3.5228,28.8,47.8718,47.9391,155.27,0.7143,0.402509,0.003025,1.082534,0.260495,30.236923,3.8,44.088245,0.05723,2.2405,0.021411,3.852141,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0024880,LOT-020,WFR-020-04,DIE-R33C27,EQP-104,STN-01,5,96.0,3,-3,0.1414,1.2011,1.1851,45.4631,109.4105,11.6343,4.0759,0.4622,2392.5,13.5696,0.8387,0.3998,2.3259,27.57,49.9431,50.0696,147.36,0.7389,0.384814,0.002407,1.098541,0.171405,32.465268,2.57,45.353689,0.04742,1.0874,0.020875,3.016447,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024884,LOT-004,WFR-004-05,DIE-R01C19,EQP-102,STN-01,5,96.0,-29,-11,1.0,1.1972,1.1749,45.4111,159.1682,12.0148,4.298,0.5078,2210.46,14.5072,0.8748,0.4538,2.8142,28.07,48.9145,49.0342,154.82,0.6894,0.424156,0.003505,1.077149,0.193986,32.067585,3.07,45.251932,0.05164,1.4856,0.022129,4.467851,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024885,LOT-005,WFR-005-05,DIE-R08C32,EQP-103,STN-02,5,96.0,-22,2,0.7364,1.2146,1.1936,42.8455,185.5731,13.8657,4.2451,0.4886,2261.5,13.5709,0.8383,0.4051,3.24,29.54,47.8023,48.0462,141.19,0.726,0.402272,0.004331,1.11569,0.238746,30.69059,4.54,42.659927,0.058861,1.9966,0.021137,5.481829,PASS,HIGH_LEAKAGE,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024886,LOT-006,WFR-006-05,DIE-R15C45,EQP-104,STN-03,5,96.0,-15,15,0.7071,1.1863,1.1684,44.5759,108.3987,12.6774,4.2896,0.4887,2273.99,14.4283,0.8524,0.4076,2.2919,28.27,50.1409,50.1964,147.13,0.6976,0.411953,0.002432,1.124843,0.158848,32.80981,3.27,44.467501,0.054381,1.0319,0.02205,3.064431,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024888,LOT-008,WFR-008-05,DIE-R29C11,EQP-107,STN-01,5,96.0,-1,-19,0.6342,1.1537,1.1311,45.7383,135.628,13.8396,4.1333,0.4846,2266.53,14.1784,0.8597,0.4265,2.3206,61.28,51.2604,51.4169,148.29,0.6691,0.42004,0.002965,1.120733,0.163672,32.135769,36.28,45.602672,0.057203,1.0344,0.022616,8.311284,FAIL,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024889,LOT-009,WFR-009-05,DIE-R36C24,EQP-101,STN-02,5,96.0,6,-6,0.2828,1.2119,1.1659,44.4322,136.7722,12.9983,4.3675,0.4889,2238.48,14.3268,0.795,0.4291,2.7182,27.72,48.0525,48.1852,146.37,0.723,0.403416,0.003078,1.081479,0.189728,32.070255,2.72,44.295428,0.05677,1.4941,0.021467,3.791325,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0024890,LOT-010,WFR-010-05,DIE-R43C37,EQP-102,STN-03,5,96.0,13,7,0.4922,1.2194,1.1653,50.9891,112.314,12.8004,4.2828,0.5125,2414.83,14.587,0.8267,0.4169,1.1317,30.16,53.8262,53.9462,153.64,0.7069,0.420289,0.002203,1.055641,0.077583,35.225125,5.16,50.876786,0.054822,-0.1119,0.02229,3.38739,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024891,LOT-011,WFR-011-05,DIE-R50C50,EQP-103,STN-04,5,96.0,20,20,0.9428,1.2125,1.1455,43.0443,151.2993,13.1616,4.1785,0.5224,2114.83,14.8027,0.8411,0.4202,3.3566,27.91,49.0292,49.13,147.81,0.6901,0.430845,0.003515,1.13904,0.226756,31.305194,2.91,42.893001,0.054996,2.0953,0.023184,4.222763,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024892,LOT-012,WFR-012-05,DIE-R57C03,EQP-104,STN-01,5,96.0,27,-27,1.0,1.2145,1.1785,38.0928,171.3375,13.2499,4.1869,0.4991,2050.22,13.9967,0.8638,0.4316,4.337,28.49,40.3544,40.6027,148.14,0.7154,0.410951,0.004498,1.059371,0.309859,28.696314,3.49,37.921462,0.055476,3.0416,0.019683,4.881405,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024893,LOT-013,WFR-013-05,DIE-R04C16,EQP-106,STN-02,5,96.0,-26,-14,0.9843,1.1258,1.1388,46.4433,180.7609,12.6203,4.0448,0.5226,2085.85,15.893,0.8882,0.4386,2.6373,30.0,50.2092,50.3893,148.91,0.6032,0.464203,0.003892,1.081086,0.165941,33.150414,5.0,46.262539,0.051047,1.3105,0.024071,5.422827,PASS,LOW_VOLTAGE,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024894,LOT-014,WFR-014-05,DIE-R11C29,EQP-107,STN-03,5,96.0,-19,-1,0.6342,1.1907,1.1628,44.108,107.9077,13.0012,4.4264,0.5198,2192.2,14.264,0.839,0.4374,3.0343,28.91,45.4219,45.5706,148.81,0.6709,0.43655,0.002446,1.029788,0.212724,31.269541,3.91,44.000092,0.057549,1.7579,0.02072,3.119612,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024895,LOT-015,WFR-015-05,DIE-R18C42,EQP-101,STN-04,5,96.0,-12,12,0.5657,1.1926,1.1842,42.1977,114.8622,12.0725,4.2263,0.4819,2284.8,13.4661,0.8838,0.414,3.4864,28.53,50.4012,50.606,151.12,0.7107,0.404075,0.002722,1.194406,0.258902,30.767345,3.53,42.082838,0.051022,2.1886,0.022059,3.277019,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0024897,LOT-017,WFR-017-05,DIE-R32C08,EQP-103,STN-02,5,96.0,2,-22,0.7364,1.1914,1.1954,43.9531,125.9535,13.3927,4.3554,0.4606,2229.29,13.845,0.8229,0.4169,3.04,27.83,50.4027,50.3942,147.33,0.7308,0.386604,0.002866,1.146738,0.219574,30.86452,2.83,43.827146,0.058331,1.8002,0.022609,3.505286,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024900,LOT-020,WFR-020-05,DIE-R53C47,EQP-107,STN-01,5,96.0,23,17,0.9534,1.1852,1.1722,48.4684,165.1341,12.1074,4.262,0.4888,2370.2,13.9244,0.7996,0.4479,2.3071,30.26,51.3415,51.5598,145.3,0.6964,0.41242,0.003407,1.059278,0.165688,33.003613,5.26,48.303266,0.051602,1.0596,0.021661,4.996958,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024904,LOT-004,WFR-004-01,DIE-R21C39,EQP-104,STN-01,5,96.0,-9,9,0.4243,1.2142,1.179,44.7987,115.5356,12.6501,4.1163,0.5102,2240.58,14.5812,0.8085,0.4429,2.574,28.6,47.5035,47.7183,152.85,0.704,0.420194,0.002579,1.060377,0.176529,32.670345,3.6,44.683164,0.052072,1.3226,0.021201,3.304318,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024905,LOT-005,WFR-005-01,DIE-R28C52,EQP-106,STN-02,5,96.0,-2,22,0.7364,1.1908,1.1742,44.6595,121.6341,14.1508,4.1985,0.4965,2248.88,13.4071,0.8413,0.4165,3.0152,28.38,50.5437,50.6731,152.28,0.6943,0.416947,0.002724,1.131757,0.224896,30.150959,3.38,44.537866,0.059412,1.7574,0.022475,3.451976,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024906,LOT-006,WFR-006-01,DIE-R35C05,EQP-107,STN-03,5,96.0,5,-25,0.8498,1.1984,1.2011,41.0925,147.0387,12.8703,4.0041,0.4833,2364.93,12.7673,0.8365,0.3981,3.0113,27.53,52.1291,52.32,145.45,0.7151,0.403288,0.003578,1.268579,0.23586,30.193771,2.53,40.945461,0.051534,1.7767,0.022043,4.047975,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024908,LOT-008,WFR-008-01,DIE-R49C31,EQP-102,STN-01,5,96.0,19,1,0.6342,1.2164,1.1695,43.0729,129.1128,13.1855,4.228,0.4723,2441.99,13.0106,0.8547,0.4055,2.8528,28.51,48.3821,48.5614,149.4,0.7441,0.388277,0.002998,1.123261,0.219267,31.771755,3.51,42.943787,0.055748,1.5926,0.019813,3.681006,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024909,LOT-009,WFR-009-01,DIE-R56C44,EQP-103,STN-02,5,96.0,26,14,0.9843,1.1864,1.1917,42.3837,180.995,12.7702,4.2136,0.5085,2074.67,14.3876,0.7941,0.419,3.8475,26.31,43.4303,43.6726,149.24,0.6779,0.428608,0.00427,1.024693,0.267418,29.849522,1.31,42.202705,0.053809,2.6344,0.020934,4.761978,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0024910,LOT-010,WFR-010-01,DIE-R03C57,EQP-104,STN-03,5,96.0,-27,27,1.0,1.1976,1.1602,48.843,152.4653,13.2251,4.2482,0.4979,2387.85,14.5355,0.8813,0.4015,1.292,28.1,49.6231,49.7086,150.96,0.6997,0.415748,0.003122,1.015972,0.088886,34.708594,3.1,48.690535,0.056183,0.0092,0.020781,4.284275,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0024911,LOT-011,WFR-011-01,DIE-R10C10,EQP-106,STN-04,5,96.0,-20,-20,0.9428,1.1842,1.1847,44.7771,167.4942,13.4299,4.0755,0.4984,2210.26,13.4161,0.8324,0.4328,3.6913,28.87,48.4968,48.7309,151.92,0.6858,0.420875,0.003741,1.083071,0.27514,29.653069,3.87,44.609606,0.054734,2.4261,0.021942,4.835558,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024912,LOT-012,WFR-012-01,DIE-R17C23,EQP-107,STN-01,5,96.0,-13,-7,0.4922,1.2478,1.158,38.8466,127.4034,12.7718,4.3338,0.4894,2137.03,13.4548,0.8802,0.4307,4.2213,28.44,45.7876,45.8906,151.72,0.7584,0.39221,0.00328,1.178677,0.313739,28.753311,3.44,38.719197,0.05535,2.9104,0.021426,3.623353,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0024913,LOT-013,WFR-013-01,DIE-R24C36,EQP-101,STN-02,5,96.0,-6,6,0.2828,1.1983,1.2004,44.5251,154.7097,12.6937,4.1318,0.5079,2243.28,14.27,0.8278,0.4184,2.5636,28.98,50.6349,50.8553,147.38,0.6904,0.42385,0.003475,1.137221,0.17965,32.011606,3.98,44.37039,0.052448,1.3174,0.022572,4.483487,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0024914,LOT-014,WFR-014-01,DIE-R31C49,EQP-102,STN-03,5,96.0,1,19,0.6342,1.2066,1.187,45.7953,133.9607,12.3589,4.473,0.52,2178.06,14.5442,0.8631,0.4256,3.0185,27.94,49.6634,49.8182,147.57,0.6866,0.430963,0.002925,1.084465,0.20754,31.67814,2.94,45.661339,0.055281,1.7298,0.022802,3.742862,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0024915,LOT-015,WFR-015-01,DIE-R38C02,EQP-103,STN-04,5,96.0,8,-28,0.9707,1.1989,1.191,42.1693,151.1741,11.7358,4.3258,0.4977,2189.08,14.089,0.8934,0.4415,3.1239,27.03,48.5252,48.649,155.5,0.7012,0.415131,0.003585,1.150723,0.221726,30.841948,2.03,42.018126,0.050767,1.789,0.022167,4.086236,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
